imdb_id,bechdel_rating,bechdel_dubious,bechdel_pass,movie_title,title_year,genres,imdb_score,director_name,gross,content_rating,budget,actor_1_name,plot_keywords
1375670,3.0,0.0,True,Grown Ups,2010,Comedy,6.0,Dennis Dugan,162001186.0,PG-13,80000000.0,Steve Buscemi,basketball|coach|daughter|high school|high school basketball
1226236,3.0,0.0,True,I Am Love,2009,Drama|Romance,7.0,Luca Guadagnino,5004648.0,R,10000000.0,Flavio Parenti,chef|friend|italy|restaurant|russian
1320253,1.0,0.0,False,The Expendables,2010,Action|Adventure|Thriller,6.5,Sylvester Stallone,102981571.0,R,80000000.0,Jason Statham,action hero|assassination attempt|explosion|machine gun|rescue mission
1403981,3.0,0.0,True,Remember Me,2010,Drama|Romance,7.2,Allen Coulter,19057024.0,PG-13,16000000.0,Robert Pattinson,binge drinking|new york|new york city|september 11 2001|suicide
1386588,2.0,0.0,False,The Other Guys,2010,Action|Comedy|Crime,6.7,Adam McKay,119219978.0,PG-13,100000000.0,Dwayne Johnson,capitalist|detective|investigation|new york city|police
1182350,3.0,0.0,True,You Will Meet a Tall Dark Stranger,2010,Comedy|Drama|Romance,6.3,Woody Allen,3247816.0,R,22000000.0,Anthony Hopkins,call girl|charlatan|fortune teller|manuscript|writer
1220634,3.0,0.0,True,Resident Evil: Afterlife,2010,Action|Adventure|Horror|Sci-Fi,5.9,Paul W.S. Anderson,60128566.0,R,60000000.0,Milla Jovovich,alaska|female gunfighter|mutation|ship|siege
1013743,2.0,0.0,False,Knight and Day,2010,Action|Comedy|Romance,6.3,James Mangold,76418654.0,PG-13,117000000.0,Tom Cruise,chase|fbi|garage|spy|surveillance
1325004,3.0,0.0,True,The Twilight Saga: Eclipse,2010,Adventure|Drama|Fantasy|Romance,4.9,David Slade,300523113.0,PG-13,68000000.0,Robert Pattinson,friendship|graduation|revenge|vampire|werewolf
1323594,3.0,0.0,True,Despicable Me,2010,Animation|Comedy|Family,7.7,Pierre Coffin,251501645.0,PG,69000000.0,Steve Carell,girl|minion|moon|pyramid|white picket fence
1336617,1.0,0.0,False,Cyrus,2010,Comedy|Drama|Romance,6.3,Jay Duplass,7455447.0,R,7000000.0,Matt Walsh,21 year old|forename as title|musician|party|rearview mirror
1424381,0.0,0.0,False,Predators,2010,Action|Adventure|Sci-Fi|Thriller,6.4,Nimród Antal,52000688.0,R,40000000.0,Topher Grace,kicked in the face|martial arts|punched in the face|strong female character|woman punching a man
1375666,3.0,1.0,True,Inception,2010,Action|Adventure|Sci-Fi|Thriller,8.8,Christopher Nolan,292568851.0,PG-13,160000000.0,Leonardo DiCaprio,ambiguous ending|corporate espionage|dream|subconscious|thief
1282140,3.0,0.0,True,Easy A,2010,Comedy|Romance,7.1,Will Gluck,58401464.0,PG-13,8000000.0,Emma Stone,gay|gay interest|high school|school|student
1440728,1.0,0.0,False,The American,2010,Crime|Drama|Thriller,6.3,Anton Corbijn,35596227.0,R,20000000.0,Violante Placido,ambush|assassin|priest|prostitute|sweden
1385867,1.0,0.0,False,Cop Out,2010,Action|Comedy|Crime,5.6,Kevin Smith,44867349.0,R,37000000.0,Bruce Willis,baseball card|detective|partner|thief|wedding
1322312,3.0,0.0,True,Going the Distance,2010,Comedy|Romance,6.3,Nanette Burstein,17797316.0,R,32000000.0,Rob Riggle,bar|job|long distance relationship|male pubic hair|pubic hair
1320244,3.0,0.0,True,The Last Exorcism,2010,Drama|Horror|Thriller,5.6,Daniel Stamm,40990055.0,PG-13,1800000.0,Caleb Landry Jones,cult film|documentary crew|exorcism|found footage|satanic ritual
1285016,1.0,0.0,False,The Social Network,2010,Biography|Drama,7.7,David Fincher,96917897.0,PG-13,40000000.0,Andrew Garfield,competitiveness|creator|entrepreneur|facebook|intellectual property
1414382,3.0,0.0,True,You Again,2010,Comedy|Family|Romance,5.8,Andy Fickman,25677801.0,PG,20000000.0,Jamie Lee Curtis,dancing|dog|flight|hostility|travel
1228987,1.0,0.0,False,Let Me In,2010,Drama|Fantasy|Horror|Mystery,7.2,Matt Reeves,12134420.0,R,20000000.0,Chloë Grace Moretz,blood|boy|night|school|vampire
1462758,1.0,0.0,False,Buried,2010,Drama|Mystery|Thriller,7.0,Rodrigo Cortés,1028658.0,R,3000000.0,Ryan Reynolds,buried alive|coffin|iraq|one person|single set production
1371155,3.0,0.0,True,Made in Dagenham,2010,Biography|Comedy|Drama|History,7.2,Nigel Cole,1094798.0,R,7200000.0,Bob Hoskins,equal pay|machinist|minister|protest|sex
1274300,3.0,0.0,True,The Tempest,2010,Comedy|Drama|Fantasy|Romance,5.4,Julie Taymor,263365.0,PG-13,20000000.0,Djimon Hounsou,banishment|sorcery|spirit|staff|storm at sea
